Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP,Playing Time_Min_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKsv,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Unnamed: 4_level_0_90s_stats_shooting_9,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Expected_xG_stats_shooting_9,Expected_npxG_stats_shooting_9,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_CrdY_stats_misc_9,Performance_CrdR_stats_misc_9,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Matt O'Riley,dk DEN,MF,23,21,11,938,10.4,2,2,4,1,1,1,1,0,2.8,2.0,2.4,4.4,22,38,52,0.19,0.19,0.38,0.10,0.29,0.27,0.23,0.50,0.20,0.42,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,dk DEN,MF,23.0,10.4,2.0,21.0,6.0,28.6,2.01,0.58,0.05,0.17,17.6,2.0,1.0,2.8,2.0,0.1,-0.8,-1.0,Matches,Brighton,316.0,413.0,76.5,5018.0,1362.0,161.0,182.0,88.5,108.0,133.0,81.2,30.0,63.0,47.6,2.0,2.4,2.0,-0.4,21.0,30.0,8.0,1.0,38.0,345.0,67.0,13.0,2.0,2.0,51.0,1.0,36.0,23.0,8.0,0.0,1.0,15.0,40.0,3.84,23.0,11.0,1.0,2.0,1.0,2.0,5.0,0.48,4.0,0.0,0.0,0.0,1.0,0.0,16.0,9.0,4.0,8.0,4.0,4.0,13.0,30.8,9.0,7.0,3.0,4.0,13.0,29.0,9.0,1.0,525.0,20.0,80.0,232.0,215.0,47.0,524.0,13.0,8.0,61.5,4.0,30.8,275.0,1139.0,544.0,22.0,12.0,8.0,19.0,4.0,307.0,52.0,45,27.4,11,68,0,10,19,3,1.48,17,20,-3,-0.29,-0.65,17.2,14.3,+2.8,+0.27,+0.23,1.0,0.0,0.0,16.0,13.0,2.0,1.0,0.0,1.0,29.0,5.0,8.0,38.5
Opponent Total,N/a,N/a,26.2,38,418,3420,38.0,57,39,96,48,9,9,93,5,54.6,47.7,41.3,88.9,607,1209,1196,1.50,1.03,2.53,1.26,2.29,1.44,1.09,2.52,1.25,2.34,N/a,Brighton,N/a,N/a,26.2,38.0,3420.0,66.0,1.74,190.0,126.0,68.9,9.0,13.0,16.0,5.0,13.2,7.0,0.0,0.0,N/a,Brighton,2.0,6.0,2.0,67.8,0.33,3.8,0.1,204.0,619.0,33.0,1368.0,187.0,35.5,33.4,298.0,44.6,36.2,541.0,29.0,5.4,64.0,1.68,15.8,N/a,N/a,26.2,38.0,57.0,418.0,138.0,33.0,11.0,3.63,0.11,0.35,15.6,8.0,9.0,54.6,47.7,0.12,2.4,0.3,N/a,Brighton,14240.0,17647.0,80.7,253402.0,87854.0,6260.0,6967.0,89.9,6537.0,7370.0,88.7,1220.0,2475.0,49.3,39.0,41.3,30.2,-2.3,333.0,1004.0,248.0,44.0,1209.0,15881.0,1678.0,460.0,53.0,82.0,543.0,634.0,182.0,130.0,23.0,4.0,88.0,334.0,746.0,19.63,539.0,69.0,49.0,44.0,35.0,10.0,97.0,2.55,64.0,6.0,7.0,9.0,10.0,1.0,726.0,408.0,370.0,274.0,82.0,382.0,720.0,53.1,338.0,409.0,147.0,262.0,320.0,1046.0,981.0,33.0,22046.0,2949.0,8740.0,9148.0,4374.0,877.0,22037.0,795.0,353.0,44.4,350.0,44.0,12304.0,64473.0,31459.0,607.0,355.0,243.0,503.0,355.0,14102.0,1196.0,90,100,418,82,254,163,20,179,1.05,59,66,-7,-0.18,N/a,54.6,58.7,-4.1,-0.11,N/a,93.0,5.0,4.0,427.0,421.0,88.0,7.0,7.0,2.0,1532.0,463.0,518.0,47.2
Pervis Estupiñán,ec ECU,DF,26,30,26,2402,26.7,1,1,2,1,0,0,5,0,1.2,1.2,2.1,3.3,59,132,112,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,ec ECU,DF,26.0,26.7,1.0,28.0,9.0,32.1,1.05,0.34,0.04,0.11,24.5,3.0,0.0,1.2,1.2,0.04,-0.2,-0.2,Matches,Brighton,1338.0,1610.0,83.1,20347.0,6261.0,782.0,839.0,93.2,451.0,540.0,83.5,74.0,158.0,46.8,1.0,2.1,2.5,-1.1,26.0,105.0,34.0,18.0,132.0,1370.0,237.0,20.0,0.0,5.0,119.0,180.0,37.0,23.0,9.0,3.0,3.0,28.0,58.0,2.17,39.0,13.0,0.0,2.0,4.0,0.0,4.0,0.15,3.0,0.0,0.0,0.0,1.0,0.0,65.0,43.0,33.0,25.0,7.0,34.0,51.0,66.7,17.0,20.0,5.0,15.0,37.0,102.0,65.0,2.0,1915.0,89.0,493.0,936.0,506.0,35.0,1915.0,34.0,19.0,55.9,13.0,38.2,1023.0,5007.0,2689.0,59.0,61.0,9.0,34.0,27.0,1144.0,112.0,80,70.2,26,88,22,4,27,1,1.57,47,44,+3,+0.11,-0.24,42.6,39.6,+3.0,+0.11,+0.01,5.0,0.0,0.0,36.0,20.0,3.0,0.0,0.0,0.0,147.0,46.0,26.0,63.9
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Ruairi Mcconville,nir NIR,DF,19,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,8,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Simon Adingra,ci CIV,"FW,MF",22,29,12,1097,12.2,2,2,4,2,0,0,0,0,2.5,2.5,2.5,4.9,50,18,136,0.16,0.16,0.33,0.16,0.33,0.20,0.20,0.40,0.20,0.40,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,ci CIV,"FW,MF",22.0,12.2,2.0,33.0,8.0,24.2,2.71,0.66,0.06,0.25,17.0,0.0,0.0,2.5,2.5,0.07,-0.5,-0.5,Matches,Brighton,290.0,382.0,75.9,4148.0,820.0,187.0,217.0,86.2,81.0,109.0,74.3,16.0,29.0,55.2,2.0,2.5,2.8,-0.5,16.0,5.0,17.0,6.0,18.0,372.0,9.0,0.0,2.0,0.0,41.0,8.0,1.0,0.0,0.0,0.0,1.0,12.0,47.0,3.86,33.0,0.0,6.0,8.0,0.0,0.0,7.0,0.57,5.0,0.0,1.0,1.0,0.0,0.0,23.0,14.0,10.0,8.0,5.0,10.0,26.0,38.5,16.0,12.0,0.0,12.0,8.0,31.0,6.0,2.0,548.0,10.0,66.0,174.0,315.0,76.0,548.0,50.0,21.0,42.0,27.0,54.0,366.0,2514.0,1300.0,50.0,21.0,27.0,39.0,12.0,388.0,136.0,38,32.1,12,66,1,17,18,6,1.59,18,23,-5,-0.41,-0.88,18.2,19.0,-0.9,-0.07,-0.27,0.0,0.0,0.0,13.0,4.0,4.0,0.0,0.0,0.0,47.0,7.0,4.0,63.6
Solly March,eng ENG,"FW,MF",30,8,1,168,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,5,2,20,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.19,0.05,0.19,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,"FW,MF",30.0,1.9,0.0,2.0,0.0,0.0,1.07,0.0,0.0,N/a,22.5,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,Matches,Brighton,60.0,95.0,63.2,990.0,222.0,35.0,40.0,87.5,16.0,28.0,57.1,7.0,18.0,38.9,0.0,0.3,0.3,-0.3,3.0,2.0,4.0,4.0,2.0,81.0,14.0,1.0,0.0,1.0,20.0,6.0,6.0,3.0,2.0,1.0,0.0,7.0,7.0,3.77,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.08,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,2.0,2.0,5.0,8.0,62.5,3.0,3.0,0.0,3.0,2.0,8.0,2.0,1.0,118.0,3.0,12.0,33.0,73.0,7.0,118.0,4.0,1.0,25.0,3.0,75.0,57.0,398.0,167.0,5.0,2.0,3.0,3.0,1.0,67.0,20.0,21,4.9,1,62,0,7,15,5,1.75,4,3,+1,+0.54,+0.37,3.4,2.8,+0.6,+0.34,+0.25,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,7.0,1.0,2.0,33.3
Squad Total,N/a,N/a,24.8,38,418,3420,38.0,64,41,105,57,7,7,78,3,58.7,53.3,40.4,93.7,816,1539,1522,1.68,1.08,2.76,1.50,2.58,1.54,1.06,2.61,1.40,2.47,N/a,Brighton,N/a,N/a,24.8,38.0,3420.0,59.0,1.55,147.0,90.0,66.0,16.0,13.0,9.0,8.0,21.1,9.0,0.0,0.0,N/a,Brighton,1.0,4.0,2.0,51.5,0.3,-5.5,-0.15,129.0,402.0,32.1,1178.0,129.0,29.3,25.1,243.0,23.5,23.1,436.0,29.0,6.7,50.0,1.32,15.4,N/a,N/a,24.8,38.0,64.0,526.0,183.0,34.8,13.84,4.82,0.11,0.31,17.2,25.0,7.0,58.7,53.3,0.1,5.3,3.7,N/a,Brighton,15820.0,19188.0,82.4,268916.0,90984.0,7629.0,8443.0,90.4,6541.0,7472.0,87.5,1313.0,2397.0,54.8,41.0,40.4,39.1,0.6,377.0,1189.0,339.0,87.0,1539.0,17527.0,1615.0,482.0,77.0,76.0,704.0,605.0,188.0,107.0,48.0,7.0,46.0,310.0,933.0,24.55,685.0,70.0,56.0,53.0,55.0,14.0,113.0,2.97,78.0,7.0,10.0,6.0,10.0,2.0,705.0,431.0,287.0,297.0,121.0,350.0,703.0,49.8,353.0,439.0,122.0,317.0,315.0,1020.0,762.0,29.0,23677.0,2601.0,7503.0,10292.0,6153.0,1085.0,23670.0,797.0,338.0,42.4,382.0,47.9,13919.0,76882.0,41746.0,816.0,576.0,263.0,583.0,344.0,15637.0,1522.0,90,100,418,82,231,184,18,158,1.61,66,59,+7,+0.18,N/a,58.7,54.6,+4.1,+0.11,N/a,78.0,3.0,2.0,438.0,411.0,46.0,6.0,9.0,2.0,1624.0,518.0,463.0,52.8
Tariq Lamptey,gh GHA,DF,23,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,32,14,45,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,gh GHA,DF,23.0,9.6,2.0,6.0,2.0,33.3,0.63,0.21,0.33,1.0,18.5,0.0,0.0,0.4,0.4,0.06,1.6,1.6,Matches,Brighton,335.0,413.0,81.1,5168.0,1326.0,185.0,199.0,93.0,128.0,162.0,79.0,19.0,40.0,47.5,2.0,0.8,0.8,1.2,5.0,12.0,6.0,5.0,14.0,346.0,66.0,5.0,0.0,1.0,28.0,60.0,1.0,1.0,0.0,0.0,1.0,6.0,17.0,1.78,14.0,1.0,0.0,0.0,1.0,1.0,3.0,0.31,2.0,0.0,0.0,0.0,0.0,1.0,17.0,11.0,8.0,9.0,0.0,9.0,25.0,36.0,16.0,15.0,7.0,8.0,7.0,24.0,23.0,1.0,535.0,29.0,161.0,224.0,154.0,11.0,535.0,31.0,10.0,32.3,18.0,58.1,292.0,2081.0,1034.0,32.0,17.0,3.0,11.0,5.0,302.0,45.0,57,25.1,10,76,5,5,19,10,1.40,14,21,-7,-0.73,-1.22,13.3,14.8,-1.4,-0.15,-0.35,0.0,0.0,0.0,15.0,10.0,0.0,0.0,1.0,0.0,39.0,1.0,14.0,6.7
Valentín Barco,ar ARG,"DF,MF",20,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Yankuba Minteh,gm GAM,"FW,MF",20,32,20,1838,20.4,6,4,10,6,0,0,6,0,4.1,4.1,5.0,9.1,90,48,201,0.29,0.20,0.49,0.29,0.49,0.20,0.24,0.44,0.20,0.44,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,gm GAM,"FW,MF",20.0,20.4,6.0,34.0,16.0,47.1,1.66,0.78,0.18,0.38,13.8,0.0,0.0,4.1,4.1,0.12,1.9,1.9,Matches,Brighton,348.0,557.0,62.5,5531.0,1843.0,200.0,257.0,77.8,107.0,172.0,62.2,31.0,67.0,46.3,4.0,5.0,5.0,-1.0,29.0,14.0,36.0,9.0,48.0,510.0,45.0,9.0,4.0,4.0,91.0,20.0,16.0,7.0,6.0,0.0,2.0,36.0,64.0,3.14,37.0,8.0,13.0,3.0,2.0,1.0,13.0,0.64,6.0,0.0,6.0,1.0,0.0,0.0,48.0,35.0,25.0,13.0,10.0,17.0,45.0,37.8,28.0,22.0,0.0,22.0,11.0,59.0,31.0,0.0,836.0,30.0,135.0,228.0,491.0,146.0,836.0,98.0,46.0,46.9,43.0,43.9,481.0,3573.0,2105.0,90.0,24.0,67.0,53.0,28.0,511.0,201.0,57,53.7,20,78,3,12,24,1,1.59,37,33,+4,+0.20,+0.03,34.5,27.6,+6.9,+0.34,+0.49,6.0,0.0,0.0,21.0,11.0,6.0,0.0,0.0,0.0,85.0,17.0,34.0,33.3
Yasin Ayari,se SWE,MF,20,34,22,1965,21.8,2,1,3,2,0,0,3,0,2.4,2.4,2.3,4.8,30,75,61,0.09,0.05,0.14,0.09,0.14,0.11,0.11,0.22,0.11,0.22,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,se SWE,MF,20.0,21.8,2.0,28.0,8.0,28.6,1.28,0.37,0.07,0.25,18.7,2.0,0.0,2.4,2.4,0.09,-0.4,-0.4,Matches,Brighton,793.0,973.0,81.5,11915.0,3328.0,465.0,509.0,91.4,269.0,319.0,84.3,40.0,98.0,40.8,1.0,2.3,2.6,-1.3,30.0,55.0,18.0,4.0,75.0,880.0,92.0,34.0,10.0,1.0,69.0,3.0,37.0,27.0,6.0,1.0,1.0,14.0,61.0,2.79,36.0,13.0,3.0,3.0,4.0,2.0,6.0,0.27,4.0,2.0,0.0,0.0,0.0,0.0,59.0,32.0,15.0,31.0,13.0,26.0,56.0,46.4,30.0,24.0,6.0,18.0,20.0,79.0,26.0,0.0,1233.0,58.0,275.0,624.0,354.0,45.0,1233.0,45.0,18.0,40.0,18.0,40.0,655.0,3244.0,1466.0,30.0,25.0,6.0,38.0,22.0,801.0,61.0,58,57.5,22,78,8,12,22,2,1.68,31,28,+3,+0.14,-0.11,32.5,29.6,+2.9,+0.13,+0.05,3.0,0.0,0.0,37.0,26.0,3.0,0.0,1.0,0.0,118.0,16.0,20.0,44.4
N/a,N/a,N/a,N/a,N/a,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,N/a,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
