Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP,Playing Time_Starts_stats_keeper_9,Playing Time_Min_stats_keeper_9,Playing Time_90s_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Unnamed: 4_level_0_90s_stats_shooting_9,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG_stats_shooting_9,Expected_npxG_stats_shooting_9,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_CrdY_stats_misc_9,Performance_CrdR_stats_misc_9,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Oliver Skipp,eng ENG,MF,23,24,10,1129,12.5,0,0,0,0,0,0,8,0,0.4,0.4,0.3,0.6,16,35,19,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,Leicester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,MF,23.0,12.5,0.0,5.0,1.0,20.0,0.4,0.08,0.0,0.0,19.4,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4,Matches,Leicester City,419.0,502.0,83.5,6399.0,1568.0,214.0,247.0,86.6,163.0,178.0,91.6,21.0,36.0,58.3,0.0,0.3,0.3,-0.3,9.0,32.0,4.0,0.0,35.0,497.0,4.0,3.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,15.0,1.2,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,6.0,12.0,3.0,9.0,15.0,60.0,6.0,23.0,7.0,16.0,11.0,32.0,11.0,2.0,612.0,29.0,141.0,383.0,92.0,9.0,612.0,12.0,7.0,58.3,5.0,41.7,347.0,1392.0,644.0,16.0,7.0,3.0,12.0,7.0,419.0,19.0,47,33.0,10,74,3,14,28,11,0.79,12,26,-14,-1.12,+0.18,11.2,25.4,-14.1,-1.13,-0.14,8.0,0.0,0.0,21.0,13.0,0.0,0.0,0.0,0.0,46.0,12.0,6.0,66.7
Opponent Total,N/a,N/a,26.3,38,418,3420,38.0,77,57,134,74,3,4,58,2,71.9,68.8,52.2,121.0,735,1755,1736,2.03,1.50,3.53,1.95,3.45,1.89,1.37,3.27,1.81,3.19,N/a,Leicester City,N/a,N/a,26.3,38.0,38.0,3420.0,38.0,33.0,0.87,108.0,74.0,71.3,25.0,7.0,6.0,17.0,44.7,3.0,2.0,1.0,0.0,33.3,N/a,Leicester City,3.0,0.0,33.6,0.3,0.6,0.02,124.0,336.0,36.9,1008.0,150.0,25.0,30.1,227.0,37.0,33.4,469.0,35.0,7.5,47.0,1.24,14.4,N/a,N/a,26.3,38.0,77.0,639.0,205.0,32.1,16.82,5.39,0.12,0.36,16.0,21.0,3.0,4.0,71.9,68.8,0.11,5.1,5.2,N/a,Leicester City,17576.0,21079.0,83.4,302665.0,99007.0,8208.0,9124.0,90.0,7627.0,8620.0,88.5,1431.0,2419.0,59.2,57.0,52.2,51.2,4.8,490.0,1418.0,435.0,109.0,1755.0,19351.0,1667.0,453.0,60.0,133.0,751.0,686.0,230.0,130.0,48.0,1.0,61.0,363.0,1136.0,29.89,827.0,88.0,68.0,79.0,49.0,25.0,134.0,3.53,105.0,7.0,5.0,12.0,5.0,0.0,640.0,411.0,223.0,288.0,129.0,304.0,568.0,53.5,264.0,355.0,95.0,260.0,269.0,909.0,807.0,23.0,25340.0,2098.0,7128.0,11349.0,7106.0,1214.0,25336.0,782.0,359.0,45.9,336.0,43.0,14685.0,76672.0,39044.0,735.0,534.0,236.0,518.0,392.0,17421.0,1736.0,90,100,418,82,253,165,17,175,2.16,80,33,+47,+1.24,N/a,71.9,32.6,+39.3,+1.03,N/a,58.0,2.0,1.0,403.0,412.0,61.0,3.0,3.0,0.0,1655.0,579.0,503.0,53.5
Patson Daka,zm ZAM,"FW,MF",25,23,6,736,8.2,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,11,8,36,0.12,0.00,0.12,0.12,0.12,0.15,0.01,0.16,0.15,0.16,Matches,Leicester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,zm ZAM,"FW,MF",25.0,8.2,1.0,15.0,4.0,26.7,1.83,0.49,0.07,0.25,14.8,0.0,0.0,0.0,1.3,1.3,0.08,-0.3,-0.3,Matches,Leicester City,106.0,147.0,72.1,1475.0,257.0,64.0,80.0,80.0,33.0,45.0,73.3,3.0,3.0,100.0,0.0,0.1,0.1,-0.1,1.0,6.0,1.0,0.0,8.0,138.0,9.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,1.23,7.0,0.0,2.0,1.0,0.0,0.0,1.0,0.12,0.0,0.0,1.0,0.0,0.0,0.0,19.0,10.0,6.0,9.0,4.0,7.0,18.0,38.9,11.0,7.0,1.0,6.0,1.0,20.0,12.0,0.0,252.0,11.0,46.0,114.0,97.0,29.0,252.0,15.0,2.0,13.3,10.0,66.7,141.0,714.0,321.0,11.0,7.0,6.0,20.0,12.0,167.0,36.0,32,21.5,6,72,1,17,18,4,0.61,7,16,-9,-1.10,+0.17,6.5,17.0,-10.5,-1.29,-0.33,0.0,0.0,0.0,15.0,19.0,3.0,0.0,0.0,0.0,18.0,10.0,28.0,26.3
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Leicester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Ricardo Pereira,pt POR,DF,30,10,4,388,4.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,18,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,Leicester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,pt POR,DF,30.0,4.3,0.0,2.0,1.0,50.0,0.46,0.23,0.0,0.0,17.0,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,Matches,Leicester City,207.0,248.0,83.5,3368.0,956.0,98.0,111.0,88.3,91.0,108.0,84.3,13.0,15.0,86.7,0.0,0.0,0.1,0.0,0.0,19.0,1.0,0.0,18.0,207.0,40.0,6.0,0.0,1.0,3.0,34.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,4.0,6.0,3.0,7.0,14.0,50.0,7.0,8.0,3.0,5.0,4.0,17.0,11.0,0.0,296.0,17.0,90.0,166.0,41.0,5.0,296.0,9.0,6.0,66.7,2.0,22.2,151.0,453.0,186.0,3.0,3.0,2.0,3.0,1.0,172.0,5.0,39,11.3,4,68,0,6,19,8,0.50,3,8,-5,-1.16,+0.09,3.1,7.0,-3.9,-0.90,+0.15,1.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,19.0,4.0,2.0,66.7
Sammy Braybrooke,eng ENG,MF,20,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Leicester City,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Squad Total,N/a,N/a,26.5,38,418,3420,38.0,33,25,58,31,2,3,87,0,32.6,30.4,25.1,55.5,576,1082,1072,0.87,0.66,1.53,0.82,1.47,0.86,0.66,1.52,0.80,1.46,N/a,Leicester City,N/a,N/a,26.5,38.0,38.0,3420.0,38.0,80.0,2.11,209.0,131.0,63.2,6.0,7.0,25.0,3.0,7.9,4.0,3.0,1.0,0.0,25.0,N/a,Leicester City,5.0,3.0,74.6,0.35,-2.4,-0.06,181.0,688.0,26.3,1183.0,178.0,44.9,32.0,325.0,48.3,36.0,599.0,36.0,6.0,36.0,0.95,20.7,N/a,N/a,26.5,38.0,33.0,332.0,105.0,31.6,8.74,2.76,0.09,0.3,17.3,8.0,2.0,3.0,32.6,30.4,0.09,0.4,0.6,N/a,Leicester City,13945.0,17486.0,79.7,234016.0,83996.0,6703.0,7482.0,89.6,5797.0,6664.0,87.0,1073.0,2370.0,45.3,25.0,25.1,24.1,-0.1,252.0,953.0,216.0,67.0,1082.0,15728.0,1695.0,449.0,52.0,47.0,621.0,664.0,139.0,86.0,29.0,4.0,63.0,319.0,585.0,15.39,427.0,49.0,44.0,26.0,34.0,5.0,56.0,1.47,37.0,4.0,6.0,5.0,4.0,0.0,728.0,431.0,361.0,278.0,89.0,336.0,695.0,48.3,359.0,505.0,198.0,307.0,327.0,1055.0,987.0,31.0,21748.0,2881.0,8066.0,9845.0,4048.0,632.0,21745.0,638.0,264.0,41.4,304.0,47.6,12276.0,61780.0,30421.0,576.0,365.0,143.0,500.0,336.0,13828.0,1072.0,90,100,418,82,250,168,19,174,0.66,33,80,-47,-1.24,N/a,32.6,71.9,-39.3,-1.03,N/a,87.0,0.0,0.0,420.0,393.0,63.0,3.0,4.0,3.0,1478.0,503.0,579.0,46.5
