Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP,Playing Time_Min_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Unnamed: 4_level_0_90s_stats_shooting_9,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG_stats_shooting_9,Expected_npxG_stats_shooting_9,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_CrdY_stats_misc_9,Performance_CrdR_stats_misc_9,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Jayce Fitzgerald,eng ENG,MF,17,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Jonny Evans,nir NIR,DF,36,7,3,315,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,10,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,nir NIR,DF,36.0,3.5,0.0,2.0,1.0,50.0,0.57,0.29,0.0,0.0,11.4,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,Matches,Manchester Utd,192.0,217.0,88.5,3090.0,906.0,90.0,95.0,94.7,89.0,100.0,89.0,7.0,14.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,10.0,197.0,20.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,4.0,4.0,0.0,3.0,6.0,50.0,3.0,3.0,2.0,1.0,5.0,13.0,15.0,0.0,250.0,36.0,139.0,100.0,15.0,3.0,250.0,1.0,1.0,100.0,0.0,0.0,143.0,574.0,242.0,3.0,2.0,0.0,1.0,0.0,151.0,3.0,45,9.2,3,77,1,4,21,10,2.43,8,2,+6,+1.71,+2.18,5.6,3.0,+2.6,+0.75,+0.86,1.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,16.0,9.0,3.0,75.0
Joshua Zirkzee,nl NED,"FW,MF",23,32,14,1402,15.6,3,1,4,3,0,0,2,0,4.8,4.8,1.5,6.3,14,44,69,0.19,0.06,0.26,0.19,0.26,0.31,0.10,0.41,0.31,0.41,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,nl NED,"FW,MF",23.0,15.6,3.0,28.0,11.0,39.3,1.8,0.71,0.11,0.27,13.1,0.0,0.0,0.0,4.8,4.8,0.17,-1.8,-1.8,Matches,Manchester Utd,292.0,410.0,71.2,3600.0,901.0,196.0,251.0,78.1,61.0,82.0,74.4,9.0,18.0,50.0,1.0,1.5,1.1,-0.5,12.0,26.0,6.0,0.0,44.0,400.0,9.0,1.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,31.0,1.99,28.0,0.0,0.0,2.0,1.0,0.0,3.0,0.19,1.0,0.0,0.0,1.0,1.0,0.0,14.0,8.0,3.0,8.0,3.0,5.0,10.0,50.0,5.0,15.0,4.0,11.0,6.0,20.0,8.0,1.0,587.0,16.0,71.0,303.0,219.0,56.0,587.0,35.0,11.0,31.4,24.0,68.6,327.0,1483.0,523.0,14.0,21.0,4.0,41.0,30.0,418.0,69.0,44,41.0,14,72,4,18,22,0,1.19,26,24,+2,+0.13,+0.66,22.8,24.4,-1.6,-0.10,-0.12,2.0,0.0,0.0,9.0,13.0,3.0,1.0,0.0,0.0,57.0,21.0,54.0,28.0
Kobbie Mainoo,eng ENG,MF,19,25,19,1651,18.3,0,0,0,0,0,0,5,0,0.7,0.7,1.6,2.3,22,65,47,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.12,0.04,0.12,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,MF,19.0,18.3,0.0,15.0,2.0,13.3,0.82,0.11,0.0,0.0,20.5,0.0,0.0,0.0,0.7,0.7,0.05,-0.7,-0.7,Matches,Manchester Utd,723.0,836.0,86.5,9649.0,2346.0,452.0,490.0,92.2,192.0,219.0,87.7,31.0,45.0,68.9,0.0,1.6,1.8,-1.6,14.0,50.0,12.0,1.0,65.0,808.0,23.0,13.0,2.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,5.0,17.0,34.0,1.85,29.0,0.0,4.0,0.0,1.0,0.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,46.0,29.0,18.0,14.0,14.0,24.0,40.0,60.0,16.0,16.0,2.0,14.0,19.0,65.0,14.0,1.0,1061.0,25.0,197.0,587.0,287.0,36.0,1061.0,50.0,23.0,46.0,25.0,50.0,652.0,2850.0,1222.0,22.0,17.0,10.0,36.0,36.0,760.0,47.0,66,48.3,19,76,8,6,35,1,1.00,19,27,-8,-0.44,-0.33,27.7,25.4,+2.3,+0.12,+0.30,5.0,0.0,0.0,27.0,21.0,3.0,0.0,0.0,0.0,88.0,19.0,31.0,38.0
Leny Yoro,fr FRA,DF,18,21,12,1165,12.9,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,19,52,4,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,fr FRA,DF,18.0,12.9,0.0,5.0,1.0,20.0,0.39,0.08,0.0,0.0,8.6,0.0,0.0,0.0,0.7,0.7,0.15,-0.7,-0.7,Matches,Manchester Utd,708.0,766.0,92.4,11513.0,3678.0,313.0,328.0,95.4,351.0,373.0,94.1,27.0,41.0,65.9,0.0,0.1,0.2,-0.1,2.0,44.0,5.0,1.0,52.0,745.0,20.0,9.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,0.7,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11.0,19.0,9.0,1.0,13.0,19.0,68.4,6.0,5.0,3.0,2.0,18.0,47.0,43.0,0.0,894.0,87.0,413.0,414.0,70.0,13.0,894.0,4.0,2.0,50.0,2.0,50.0,614.0,3173.0,1765.0,19.0,13.0,1.0,3.0,4.0,656.0,4.0,55,34.1,12,78,5,9,26,0,0.81,17,24,-7,-0.54,-0.42,18.1,19.4,-1.3,-0.10,-0.10,5.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,0.0,46.0,16.0,16.0,50.0
Lisandro Martínez,ar ARG,DF,26,20,20,1751,19.5,2,1,3,2,0,0,7,0,1.3,1.3,1.1,2.4,23,117,7,0.10,0.05,0.15,0.10,0.15,0.07,0.06,0.13,0.07,0.13,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,ar ARG,DF,26.0,19.5,2.0,17.0,6.0,35.3,0.87,0.31,0.12,0.33,15.9,0.0,0.0,0.0,1.3,1.3,0.08,0.7,0.7,Matches,Manchester Utd,1200.0,1342.0,89.4,20292.0,7055.0,522.0,554.0,94.2,601.0,646.0,93.0,64.0,116.0,55.2,1.0,1.1,1.3,-0.1,9.0,91.0,18.0,2.0,117.0,1285.0,54.0,15.0,5.0,3.0,9.0,16.0,0.0,0.0,0.0,0.0,3.0,7.0,26.0,1.34,23.0,0.0,0.0,2.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,40.0,24.0,25.0,12.0,3.0,21.0,36.0,58.3,15.0,22.0,8.0,14.0,32.0,72.0,57.0,1.0,1524.0,156.0,713.0,697.0,125.0,18.0,1524.0,7.0,6.0,85.7,1.0,14.3,1017.0,5141.0,3129.0,23.0,23.0,2.0,1.0,3.0,1069.0,7.0,88,51.2,20,88,17,0,N/a,2,1.35,25,27,-2,-0.10,+0.33,29.7,29.7,-0.1,0.00,+0.06,7.0,0.0,0.0,22.0,7.0,0.0,0.0,0.0,0.0,81.0,16.0,13.0,55.2
Luke Shaw,eng ENG,DF,29,7,4,349,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,7,24,7,0.00,0.00,0.00,0.00,0.00,0.01,0.18,0.19,0.01,0.19,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,29.0,3.9,0.0,1.0,0.0,0.0,0.26,0.0,0.0,N/a,23.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,Matches,Manchester Utd,249.0,290.0,85.9,4252.0,1388.0,118.0,127.0,92.9,108.0,119.0,90.8,20.0,33.0,60.6,0.0,0.7,0.8,-0.7,5.0,20.0,3.0,1.0,24.0,276.0,14.0,5.0,1.0,1.0,11.0,2.0,4.0,0.0,1.0,0.0,0.0,6.0,10.0,2.58,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,100.0,0.0,6.0,1.0,5.0,2.0,6.0,7.0,0.0,317.0,26.0,128.0,149.0,42.0,4.0,317.0,1.0,0.0,0.0,1.0,100.0,226.0,1102.0,548.0,7.0,8.0,0.0,2.0,0.0,248.0,7.0,50,10.2,4,67,1,3,28,1,0.71,3,5,-2,-0.52,-0.28,4.4,3.9,+0.6,+0.15,+0.20,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,9.0,3.0,2.0,60.0
Manuel Ugarte,uy URU,MF,23,29,22,1785,19.8,1,2,3,1,0,0,11,0,1.0,1.0,1.1,2.1,16,61,20,0.05,0.10,0.15,0.05,0.15,0.05,0.06,0.11,0.05,0.11,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,uy URU,MF,23.0,19.8,1.0,19.0,4.0,21.1,0.96,0.2,0.05,0.25,21.7,0.0,0.0,0.0,1.0,1.0,0.05,0.0,0.0,Matches,Manchester Utd,800.0,910.0,87.9,13018.0,2801.0,410.0,457.0,89.7,310.0,333.0,93.1,62.0,83.0,74.7,2.0,1.1,0.7,0.9,10.0,59.0,9.0,3.0,61.0,883.0,23.0,7.0,2.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,4.0,12.0,31.0,1.56,24.0,0.0,0.0,2.0,2.0,3.0,4.0,0.2,3.0,0.0,0.0,1.0,0.0,0.0,77.0,49.0,34.0,34.0,9.0,30.0,68.0,44.1,38.0,33.0,4.0,29.0,27.0,104.0,17.0,2.0,1161.0,46.0,331.0,639.0,211.0,16.0,1161.0,32.0,18.0,56.3,10.0,31.3,668.0,2883.0,1347.0,16.0,16.0,1.0,32.0,25.0,728.0,20.0,62,52.2,22,75,8,7,20,3,1.17,24,33,-9,-0.45,-0.40,21.0,28.8,-7.8,-0.40,-0.76,11.0,0.0,0.0,41.0,33.0,0.0,0.0,0.0,1.0,122.0,18.0,18.0,50.0
Marcus Rashford,eng ENG,"FW,MF",26,15,12,978,10.9,4,1,5,4,0,0,2,0,1.7,1.7,2.1,3.8,20,21,79,0.37,0.09,0.46,0.37,0.46,0.16,0.19,0.35,0.16,0.35,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,"FW,MF",26.0,10.9,4.0,16.0,9.0,56.3,1.47,0.83,0.25,0.44,16.4,0.0,0.0,0.0,1.7,1.7,0.11,2.3,2.3,Matches,Manchester Utd,253.0,343.0,73.8,3508.0,868.0,168.0,201.0,83.6,56.0,85.0,65.9,14.0,28.0,50.0,1.0,2.1,1.4,-1.1,15.0,13.0,16.0,8.0,21.0,334.0,9.0,1.0,6.0,5.0,27.0,4.0,1.0,1.0,0.0,0.0,0.0,10.0,29.0,2.67,24.0,1.0,2.0,2.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,2.0,3.0,3.0,9.0,33.3,6.0,8.0,0.0,8.0,4.0,11.0,7.0,0.0,440.0,3.0,35.0,189.0,222.0,34.0,440.0,39.0,9.0,23.1,26.0,66.7,293.0,1694.0,728.0,20.0,19.0,12.0,14.0,6.0,341.0,79.0,65,28.6,12,74,4,3,31,1,1.27,15,9,+6,+0.55,+1.14,15.2,14.5,+0.7,+0.06,+0.13,2.0,0.0,0.0,8.0,7.0,7.0,0.0,0.0,0.0,24.0,5.0,7.0,41.7
Mason Mount,eng ENG,MF,25,17,8,622,6.9,1,0,1,1,0,0,3,0,3.2,3.2,0.6,3.8,15,33,41,0.14,0.00,0.14,0.14,0.14,0.47,0.08,0.55,0.47,0.55,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,MF,25.0,6.9,1.0,20.0,9.0,45.0,2.89,1.3,0.05,0.11,15.0,0.0,0.0,0.0,3.2,3.2,0.17,-2.2,-2.2,Matches,Manchester Utd,207.0,253.0,81.8,3015.0,709.0,120.0,138.0,87.0,58.0,71.0,81.7,13.0,18.0,72.2,0.0,0.6,0.6,-0.6,8.0,19.0,8.0,2.0,33.0,238.0,15.0,8.0,2.0,2.0,13.0,3.0,4.0,3.0,1.0,0.0,0.0,8.0,22.0,3.18,15.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,5.0,8.0,2.0,9.0,12.0,75.0,3.0,11.0,1.0,10.0,4.0,19.0,4.0,0.0,339.0,11.0,45.0,161.0,137.0,31.0,339.0,10.0,1.0,10.0,8.0,80.0,215.0,1067.0,490.0,15.0,11.0,2.0,16.0,9.0,249.0,41.0,37,18.2,8,53,0,9,22,3,0.88,2,11,-9,-1.30,-1.27,9.8,8.1,+1.7,+0.25,+0.34,3.0,0.0,0.0,16.0,9.0,1.0,0.0,0.0,0.0,18.0,4.0,8.0,33.3
Matthijs de Ligt,nl NED,DF,24,29,25,2123,23.6,2,0,2,2,0,0,3,0,2.5,2.5,0.3,2.8,7,55,6,0.08,0.00,0.08,0.08,0.08,0.10,0.01,0.12,0.10,0.12,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,nl NED,DF,24.0,23.6,2.0,18.0,9.0,50.0,0.76,0.38,0.11,0.22,7.9,0.0,0.0,0.0,2.5,2.5,0.14,-0.5,-0.5,Matches,Manchester Utd,1241.0,1380.0,89.9,21810.0,5955.0,454.0,482.0,94.2,728.0,771.0,94.4,53.0,108.0,49.1,0.0,0.3,0.3,-0.3,6.0,63.0,2.0,1.0,55.0,1350.0,27.0,19.0,0.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,14.0,0.59,12.0,0.0,0.0,2.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,30.0,22.0,17.0,12.0,1.0,23.0,32.0,71.9,9.0,29.0,21.0,8.0,33.0,63.0,96.0,0.0,1608.0,184.0,828.0,731.0,56.0,29.0,1608.0,4.0,2.0,50.0,2.0,50.0,1078.0,4744.0,2225.0,7.0,3.0,0.0,5.0,3.0,1158.0,6.0,73,62.1,25,82,16,4,19,1,1.28,32,36,-4,-0.17,+0.25,30.2,37.4,-7.2,-0.30,-0.72,3.0,0.0,0.0,16.0,12.0,2.0,0.0,2.0,0.0,68.0,58.0,29.0,66.7
Noussair Mazraoui,ma MAR,DF,26,37,34,2838,31.5,0,1,1,0,0,0,3,0,0.7,0.7,1.5,2.2,42,115,58,0.00,0.03,0.03,0.00,0.03,0.02,0.05,0.07,0.02,0.07,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,ma MAR,DF,26.0,31.5,0.0,13.0,3.0,23.1,0.41,0.1,0.0,0.0,20.6,0.0,0.0,0.0,0.7,0.7,0.05,-0.7,-0.7,Matches,Manchester Utd,1526.0,1781.0,85.7,23059.0,8056.0,834.0,913.0,91.3,574.0,644.0,89.1,73.0,130.0,56.2,1.0,1.5,1.9,-0.5,20.0,125.0,20.0,5.0,115.0,1578.0,202.0,24.0,7.0,6.0,23.0,168.0,0.0,0.0,0.0,0.0,1.0,35.0,56.0,1.78,46.0,2.0,1.0,2.0,3.0,2.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,115.0,68.0,58.0,42.0,15.0,59.0,94.0,62.8,35.0,36.0,9.0,27.0,34.0,149.0,95.0,1.0,2139.0,167.0,839.0,976.0,349.0,30.0,2139.0,48.0,26.0,54.2,18.0,37.5,1172.0,5481.0,2884.0,42.0,32.0,3.0,25.0,17.0,1289.0,58.0,77,83.0,34,81,20,3,24,0,1.14,23,43,-20,-0.63,-2.18,38.6,45.5,-6.9,-0.22,-1.08,3.0,0.0,0.0,38.0,25.0,4.0,0.0,1.0,0.0,149.0,50.0,30.0,62.5
