Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP,Playing Time_Min_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Unnamed: 4_level_0_90s_stats_shooting_9,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG_stats_shooting_9,Expected_npxG_stats_shooting_9,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_CrdY_stats_misc_9,Performance_CrdR_stats_misc_9,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Opponent Total,N/a,N/a,26.4,38,418,3420,38.0,52,36,88,49,3,4,71,3,53.8,50.8,38.4,89.2,672,1184,1172,1.37,0.95,2.32,1.29,2.24,1.42,1.01,2.43,1.34,2.35,N/a,Manchester Utd,N/a,N/a,26.4,38.0,3420.0,44.0,1.16,172.0,130.0,76.7,18.0,9.0,11.0,15.0,39.5,4.0,4.0,0.0,0.0,0.0,N/a,Manchester Utd,2.0,6.0,2.0,43.3,0.24,1.3,0.04,139.0,496.0,28.0,1094.0,145.0,34.1,33.3,257.0,47.9,38.6,509.0,36.0,7.1,59.0,1.55,14.6,N/a,N/a,26.4,38.0,52.0,411.0,145.0,35.3,10.82,3.82,0.12,0.34,16.5,14.0,3.0,4.0,53.8,50.8,0.13,-1.8,-1.8,N/a,Manchester Utd,14277.0,17770.0,80.3,237786.0,82285.0,6938.0,7804.0,88.9,5842.0,6729.0,86.8,1071.0,2230.0,48.0,36.0,38.4,32.2,-2.4,309.0,1064.0,239.0,59.0,1184.0,16138.0,1575.0,451.0,61.0,73.0,598.0,605.0,180.0,114.0,29.0,4.0,57.0,323.0,714.0,18.79,498.0,64.0,50.0,54.0,38.0,10.0,86.0,2.26,61.0,6.0,5.0,9.0,4.0,1.0,676.0,414.0,315.0,257.0,104.0,323.0,575.0,56.2,252.0,475.0,164.0,311.0,325.0,1001.0,858.0,20.0,22105.0,2507.0,7059.0,9848.0,5437.0,800.0,22100.0,775.0,323.0,41.7,400.0,51.6,12263.0,65968.0,33543.0,672.0,529.0,184.0,489.0,417.0,14134.0,1172.0,90,100,418,81,256,159,17,183,1.66,54,44,+10,+0.26,N/a,53.8,52.6,+1.3,+0.03,N/a,71.0,3.0,0.0,385.0,387.0,57.0,3.0,4.0,2.0,1690.0,488.0,486.0,50.1
Patrick Dorgu,dk DEN,DF,19,12,10,842,9.4,0,0,0,0,0,0,3,1,0.4,0.4,0.7,1.2,41,34,83,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.12,0.05,0.12,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,dk DEN,DF,19.0,9.4,0.0,10.0,2.0,20.0,1.07,0.21,0.0,0.0,16.4,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,Matches,Manchester Utd,400.0,494.0,81.0,5631.0,1295.0,250.0,280.0,89.3,124.0,159.0,78.0,12.0,28.0,42.9,0.0,0.7,1.3,-0.7,12.0,23.0,11.0,2.0,34.0,419.0,74.0,8.0,0.0,1.0,39.0,65.0,1.0,0.0,0.0,0.0,1.0,8.0,24.0,2.57,21.0,0.0,0.0,0.0,2.0,1.0,1.0,0.11,0.0,0.0,0.0,0.0,1.0,0.0,31.0,24.0,15.0,14.0,2.0,16.0,23.0,69.6,7.0,11.0,0.0,11.0,4.0,35.0,23.0,2.0,602.0,16.0,155.0,206.0,244.0,32.0,602.0,13.0,3.0,23.1,6.0,46.2,354.0,1933.0,1209.0,41.0,17.0,7.0,12.0,10.0,399.0,83.0,70,24.6,10,77,6,2,34,0,0.75,7,11,-4,-0.43,-0.22,12.6,9.9,+2.7,+0.29,+0.43,3.0,1.0,0.0,17.0,28.0,3.0,0.0,0.0,0.0,37.0,15.0,9.0,62.5
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Rasmus Højlund,dk DEN,FW,21,32,23,2004,22.3,4,0,4,4,0,0,2,0,5.3,5.3,1.8,7.1,28,18,101,0.18,0.00,0.18,0.18,0.18,0.24,0.08,0.32,0.24,0.32,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,dk DEN,FW,21.0,22.3,4.0,32.0,13.0,40.6,1.44,0.58,0.13,0.31,12.9,0.0,0.0,0.0,5.3,5.3,0.16,-1.3,-1.3,Matches,Manchester Utd,251.0,336.0,74.7,2741.0,486.0,183.0,226.0,81.0,42.0,62.0,67.7,4.0,6.0,66.7,0.0,1.8,1.1,-1.8,16.0,14.0,5.0,1.0,18.0,310.0,23.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,34.0,1.53,22.0,0.0,3.0,5.0,4.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,5.0,6.0,0.0,6.0,2.0,5.0,6.0,0.0,515.0,6.0,36.0,251.0,237.0,74.0,515.0,33.0,9.0,27.3,21.0,63.6,308.0,1516.0,655.0,28.0,13.0,17.0,63.0,33.0,408.0,101.0,63,58.6,23,78,7,9,24,2,1.03,17,31,-14,-0.63,-0.88,25.9,29.6,-3.8,-0.17,-0.33,2.0,0.0,0.0,17.0,28.0,13.0,1.0,0.0,0.0,35.0,31.0,94.0,24.8
Scott McTominay,sct SCO,MF,27,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,sct SCO,MF,27.0,0.2,0.0,1.0,0.0,0.0,4.74,0.0,0.0,N/a,10.7,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,Matches,Manchester Utd,10.0,10.0,100.0,186.0,99.0,5.0,5.0,100.0,3.0,3.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,3.0,8.0,3.0,1.0,14.0,1.0,0.0,0.0,1.0,100.0,10.0,68.0,44.0,0.0,0.0,0.0,1.0,1.0,9.0,2.0,10,0.6,0,N/a,0,2,10,0,1.50,1,1,0,0.00,+0.26,0.8,0.6,+0.2,+0.91,+0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Sekou Koné,ml MLI,MF,18,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,3,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Squad Total,N/a,N/a,25.5,38,418,3420,38.0,42,29,71,38,4,4,86,3,52.6,49.4,39.7,89.1,697,1448,1433,1.11,0.76,1.87,1.00,1.76,1.38,1.04,2.43,1.30,2.35,N/a,Manchester Utd,N/a,N/a,25.5,38.0,3420.0,54.0,1.42,149.0,96.0,65.8,11.0,9.0,18.0,10.0,26.3,4.0,3.0,1.0,0.0,25.0,N/a,Manchester Utd,1.0,10.0,2.0,54.1,0.34,2.1,0.05,131.0,502.0,26.1,1206.0,148.0,32.0,N/a,247.0,47.0,36.4,455.0,26.0,5.7,30.0,0.79,N/a,N/a,N/a,25.5,38.0,42.0,524.0,168.0,32.1,13.79,4.42,0.07,0.23,17.4,15.0,4.0,4.0,52.6,49.4,0.1,-10.6,-11.4,N/a,Manchester Utd,16837.0,20415.0,82.5,278154.0,89708.0,8233.0,9125.0,90.2,6855.0,7768.0,88.2,1257.0,2438.0,51.6,29.0,39.7,35.6,-10.7,406.0,1141.0,335.0,73.0,1448.0,18750.0,1596.0,414.0,94.0,107.0,630.0,646.0,197.0,96.0,45.0,11.0,69.0,355.0,939.0,24.71,711.0,78.0,38.0,61.0,36.0,15.0,70.0,1.84,45.0,4.0,5.0,6.0,6.0,4.0,817.0,493.0,394.0,305.0,118.0,400.0,723.0,55.3,323.0,386.0,107.0,279.0,358.0,1175.0,759.0,26.0,24734.0,2553.0,8593.0,10460.0,5908.0,967.0,24730.0,621.0,252.0,40.6,323.0,52.0,15116.0,75007.0,37992.0,697.0,475.0,230.0,521.0,353.0,16672.0,1433.0,90,100,418,81,256,161,23,180,1.11,44,54,-10,-0.26,N/a,52.6,53.8,-1.3,-0.03,N/a,86.0,3.0,1.0,403.0,371.0,69.0,4.0,4.0,2.0,1736.0,486.0,488.0,49.9
Toby Collyer,eng ENG,MF,20,6,0,179,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0,5,2,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.22,0.09,0.22,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,MF,20.0,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,N/a,6.2,0.0,0.0,0.0,0.2,0.2,0.17,-0.2,-0.2,Matches,Manchester Utd,76.0,92.0,82.6,1127.0,121.0,37.0,43.0,86.0,32.0,37.0,86.5,3.0,4.0,75.0,0.0,0.3,0.4,-0.3,2.0,3.0,1.0,0.0,5.0,88.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,6.0,6.0,0.0,5.0,6.0,83.3,1.0,2.0,1.0,1.0,2.0,14.0,3.0,0.0,129.0,9.0,46.0,59.0,25.0,3.0,129.0,2.0,1.0,50.0,1.0,50.0,68.0,239.0,56.0,0.0,0.0,0.0,11.0,1.0,71.0,2.0,30,5.2,0,N/a,0,6,30,11,1.67,6,2,+4,+2.01,+2.40,5.2,3.1,+2.2,+1.08,+1.18,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,75.0
Tom Heaton,eng ENG,GK,38,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,8,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Tyler Fredricson,eng ENG,DF,19,2,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,19.0,1.8,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Manchester Utd,110.0,122.0,90.2,1932.0,434.0,47.0,50.0,94.0,54.0,59.0,91.5,8.0,9.0,88.9,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,119.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.63,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1.0,6.0,11.0,0.0,141.0,11.0,64.0,68.0,9.0,1.0,141.0,1.0,1.0,100.0,0.0,0.0,86.0,279.0,114.0,2.0,1.0,0.0,2.0,0.0,95.0,0.0,83,4.8,2,83,1,0,N/a,6,0.00,1,5,-4,-2.18,-2.02,2.6,2.9,-0.3,-0.17,-0.15,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,7.0,5.0,58.3
Tyrell Malacia,nl NED,DF,24,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,nl NED,DF,24.0,1.1,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Manchester Utd,49.0,55.0,89.1,642.0,260.0,31.0,33.0,93.9,13.0,14.0,92.9,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,3.0,49.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,62.0,2.0,20.0,27.0,15.0,0.0,62.0,1.0,1.0,100.0,0.0,0.0,37.0,190.0,118.0,3.0,2.0,0.0,1.0,2.0,43.0,6.0,33,2.9,2,45,0,1,10,8,1.00,0,1,-1,-0.90,-0.66,1.0,0.9,+0.1,+0.08,+0.11,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,N/a
Victor Lindelöf,se SWE,DF,30,16,6,704,7.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,26,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,se SWE,DF,30.0,7.8,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Manchester Utd,362.0,386.0,93.8,6074.0,1912.0,154.0,163.0,94.5,184.0,191.0,96.3,20.0,26.0,76.9,0.0,0.1,0.1,-0.1,3.0,17.0,2.0,1.0,26.0,376.0,10.0,4.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.51,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,1.0,1.0,3.0,4.0,75.0,1.0,6.0,4.0,2.0,8.0,15.0,36.0,2.0,452.0,60.0,243.0,187.0,24.0,3.0,452.0,0.0,0.0,N/a,0.0,N/a,263.0,1171.0,553.0,5.0,4.0,0.0,1.0,1.0,313.0,4.0,44,20.6,6,88,5,10,18,7,1.25,10,9,+1,+0.13,+0.49,11.7,8.5,+3.2,+0.41,+0.55,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,29.0,17.0,15.0,53.1
N/a,N/a,N/a,N/a,N/a,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,N/a,Manchester Utd,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
